dataset,prodgrp,partner,year,flow,value_meur,treated_partner
ext_lt_mainrawm,SITC2_4_rawmat,RS,2019,eu_export,447.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2020,eu_export,396.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2021,eu_export,544.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2022,eu_export,560.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2023,eu_export,627.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2024,eu_export,726.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2025,eu_export,793.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2010,eu_import,287.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2011,eu_import,416.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2012,eu_import,386.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2013,eu_import,405.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2014,eu_import,345.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2015,eu_import,350.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2016,eu_import,402.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2017,eu_import,448.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2018,eu_import,412.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2019,eu_import,453.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2020,eu_import,516.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2021,eu_import,645.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2022,eu_import,1148.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2023,eu_import,784.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2024,eu_import,761.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RS,2025,eu_import,952.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2010,eu_export,1418,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2011,eu_export,1980,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2012,eu_export,2261.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2013,eu_export,2185.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2014,eu_export,1615.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2015,eu_export,1348.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2016,eu_export,1484.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2017,eu_export,1718.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2018,eu_export,1716.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2019,eu_export,1985.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2020,eu_export,2316,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2021,eu_export,2643.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2022,eu_export,2279.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2023,eu_export,1472.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2024,eu_export,1534,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2025,eu_export,1306.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2010,eu_import,3620.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2011,eu_import,4163.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2012,eu_import,4224.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2013,eu_import,3805.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2014,eu_import,3426,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2015,eu_import,3176.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2016,eu_import,3383.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2017,eu_import,4193.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2018,eu_import,4665.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2019,eu_import,4750.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2020,eu_import,4974.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2021,eu_import,7269.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2022,eu_import,5183.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2023,eu_import,2054,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2024,eu_import,1430.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,RU,2025,eu_import,1131.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2010,eu_export,3887.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2011,eu_export,4249.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2012,eu_export,4452.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2013,eu_export,4046,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2014,eu_export,3705.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2015,eu_export,2938.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2016,eu_export,3120.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2017,eu_export,4278.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2018,eu_export,4463.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2019,eu_export,4413.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2020,eu_export,4574.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2021,eu_export,7243.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2022,eu_export,7277.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2023,eu_export,5899.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2024,eu_export,5520.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2025,eu_export,5741.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2010,eu_import,1016.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2011,eu_import,1140.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2012,eu_import,1074.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2013,eu_import,1276.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2014,eu_import,1224.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2015,eu_import,1215.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2016,eu_import,1217.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2017,eu_import,1416.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2018,eu_import,1467.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2019,eu_import,1514.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2020,eu_import,1725.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2021,eu_import,2472.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2022,eu_import,3073.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2023,eu_import,2486.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2024,eu_import,2824.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,TR,2025,eu_import,2738.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2010,eu_export,2470.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2011,eu_export,2730.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2012,eu_export,3012,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2013,eu_export,2998.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2014,eu_export,3300.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2015,eu_export,3432.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2016,eu_export,3676.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2017,eu_export,4335.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2018,eu_export,4529.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2019,eu_export,4861.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2020,eu_export,5455.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2021,eu_export,6869.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2022,eu_export,7940.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2023,eu_export,6387.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2024,eu_export,7009.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2025,eu_export,6742,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2010,eu_import,6083.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2011,eu_import,7161.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2012,eu_import,7145.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2013,eu_import,7731.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2014,eu_import,7243.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2015,eu_import,7939.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2016,eu_import,7803.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2017,eu_import,7901.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2018,eu_import,9492.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2019,eu_import,10222,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2020,eu_import,9575.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2021,eu_import,11737.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2022,eu_import,14473.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2023,eu_import,12348.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2024,eu_import,10848.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,US,2025,eu_import,11392.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2010,eu_export,14.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2011,eu_export,15.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2012,eu_export,23,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2013,eu_export,26.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2014,eu_export,31.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2015,eu_export,29.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2016,eu_export,23.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2017,eu_export,28.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2018,eu_export,35.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2019,eu_export,37.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2020,eu_export,39.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2021,eu_export,48.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2022,eu_export,63.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2023,eu_export,74.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2024,eu_export,76.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2025,eu_export,90.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2010,eu_import,35.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2011,eu_import,28.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2012,eu_import,9.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2013,eu_import,12.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2014,eu_import,9.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2015,eu_import,6.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2016,eu_import,8.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2017,eu_import,12.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2018,eu_import,8.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2019,eu_import,9.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2020,eu_import,14.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2021,eu_import,49.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2022,eu_import,37.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2023,eu_import,36.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2024,eu_import,41.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,UZ,2025,eu_import,40.2,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2010,eu_export,301.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2011,eu_export,367.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2012,eu_export,433.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2013,eu_export,390.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2014,eu_export,340.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2015,eu_export,302.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2016,eu_export,377.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2017,eu_export,353,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2018,eu_export,350.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2019,eu_export,405.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2020,eu_export,404.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2021,eu_export,369.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2022,eu_export,503,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2023,eu_export,409.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2024,eu_export,397.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2025,eu_export,326.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2010,eu_import,1884,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2011,eu_import,2264.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2012,eu_import,2041.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2013,eu_import,1622,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2014,eu_import,1914.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2015,eu_import,1699.6,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2016,eu_import,1575.8,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2017,eu_import,1779.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2018,eu_import,2154,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2019,eu_import,3104.5,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2020,eu_import,3567.9,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2021,eu_import,5564.3,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2022,eu_import,5441.1,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2023,eu_import,4060.4,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2024,eu_import,3679.7,FALSE
ext_lt_mainrawm,SITC2_4_rawmat,ZA,2025,eu_import,3649.9,FALSE
ext_lt_mainmine,SITC3_fuels,AM,2010,eu_export,2.8,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2011,eu_export,4.6,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2012,eu_export,5.7,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2013,eu_export,6,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2014,eu_export,5.2,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2015,eu_export,5.7,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2016,eu_export,5.3,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2017,eu_export,4.3,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2018,eu_export,3.9,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2019,eu_export,5.1,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2020,eu_export,4.8,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2021,eu_export,9,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2022,eu_export,23.5,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2023,eu_export,20.1,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2024,eu_export,19,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2025,eu_export,22,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2010,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2011,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2012,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2013,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2014,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2015,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2016,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2017,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2018,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2019,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2020,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2021,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2022,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2023,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2024,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AM,2025,eu_import,0,TRUE
ext_lt_mainmine,SITC3_fuels,AZ,2010,eu_export,15.3,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2011,eu_export,15,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2012,eu_export,22.7,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2013,eu_export,24,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2014,eu_export,53.9,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2015,eu_export,28.8,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2016,eu_export,33.3,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2017,eu_export,35.5,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2018,eu_export,29.9,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2019,eu_export,35.2,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2020,eu_export,28.2,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2021,eu_export,60.1,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2022,eu_export,37.2,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2023,eu_export,59.5,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2024,eu_export,59.2,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2025,eu_export,78.1,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2010,eu_import,9897.4,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2011,eu_import,15283.2,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2012,eu_import,13463.5,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2013,eu_import,14020.6,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2014,eu_import,12967.3,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2015,eu_import,10431.2,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2016,eu_import,7359.3,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2017,eu_import,9165,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2018,eu_import,11142.8,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2019,eu_import,10423.3,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2020,eu_import,6291.6,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2021,eu_import,12978,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2022,eu_import,30758.6,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2023,eu_import,18937,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2024,eu_import,15615.7,FALSE
ext_lt_mainmine,SITC3_fuels,AZ,2025,eu_import,13666.7,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2010,eu_export,816.5,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2011,eu_export,1105.8,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2012,eu_export,2193.4,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2013,eu_export,1440.7,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2014,eu_export,951.6,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2015,eu_export,569.4,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2016,eu_export,1347.8,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2017,eu_export,2212,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2018,eu_export,1758,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2019,eu_export,1463.1,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2020,eu_export,742.6,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2021,eu_export,1186.4,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2022,eu_export,2331.9,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2023,eu_export,2744.6,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2024,eu_export,1294.5,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2025,eu_export,964.9,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2010,eu_import,1936.1,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2011,eu_import,2312,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2012,eu_import,2911.7,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2013,eu_import,1864.8,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2014,eu_import,1433.1,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2015,eu_import,754.5,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2016,eu_import,899.7,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2017,eu_import,1942.5,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2018,eu_import,2122.3,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2019,eu_import,1783.5,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2020,eu_import,2428.7,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2021,eu_import,3769,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2022,eu_import,9815,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2023,eu_import,10518.2,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2024,eu_import,12023.1,FALSE
ext_lt_mainmine,SITC3_fuels,BR,2025,eu_import,6935.1,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2010,eu_export,767.5,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2011,eu_export,1410.4,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2012,eu_export,2368,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2013,eu_export,1729.6,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2014,eu_export,1679.8,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2015,eu_export,2250.3,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2016,eu_export,1864.1,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2017,eu_export,1813.9,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2018,eu_export,2093.2,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2019,eu_export,1728.7,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2020,eu_export,841.8,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2021,eu_export,1394.7,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2022,eu_export,1994.9,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2023,eu_export,2058.2,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2024,eu_export,2329,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2025,eu_export,1675.4,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2010,eu_import,3419.1,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2011,eu_import,4818.3,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2012,eu_import,4294.3,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2013,eu_import,3467,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2014,eu_import,3839.4,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2015,eu_import,3083.6,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2016,eu_import,2415.5,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2017,eu_import,2766.6,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2018,eu_import,2847,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2019,eu_import,3397,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2020,eu_import,1935.9,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2021,eu_import,2554.6,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2022,eu_import,7045.8,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2023,eu_import,2872.2,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2024,eu_import,3004.1,FALSE
ext_lt_mainmine,SITC3_fuels,EG,2025,eu_import,2116.5,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2010,eu_export,346.9,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2011,eu_export,465.7,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2012,eu_export,625.7,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2013,eu_export,649.1,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2014,eu_export,486.6,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2015,eu_export,360.5,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2016,eu_export,353.5,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2017,eu_export,401.2,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2018,eu_export,375.2,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2019,eu_export,320.8,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2020,eu_export,158.4,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2021,eu_export,338.3,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2022,eu_export,638.5,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2023,eu_export,359,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2024,eu_export,541.6,FALSE
ext_lt_mainmine,SITC3_fuels,GE,2025,eu_export,589.5,FALSE
